Ax,Ay,Az,Gx,Gy,Gz,Label
0.017,-0.104,1.001,0.58,0.45,0.405,Idle
0.019,-0.105,1.006,0.672,0.977,0.191,Idle
0.016,-0.105,1,0.427,0.634,0.458,Idle
0.021,-0.104,1.004,0.74,0.863,0.237,Idle
0.016,-0.101,1,0.504,0.817,0.16,Idle
0.015,-0.105,1.003,0.702,0.908,0.061,Idle
0.018,-0.102,1,0.779,1,0.328,Idle
0.018,-0.105,1.002,0.702,0.725,0.145,Idle
0.017,-0.104,0.996,0.473,0.779,0.244,Idle
0.014,-0.105,1.008,0.443,0.84,0.321,Idle
0.018,-0.105,0.995,0.649,0.656,0.237,Idle
0.018,-0.106,1.006,0.573,0.565,0.481,Idle
0.021,-0.101,1.002,0.565,0.885,0.229,Idle
0.018,-0.102,1.007,0.489,0.908,0.008,Idle
0.019,-0.102,1.003,0.305,0.656,0.344,Idle
0.022,-0.105,1.005,0.427,0.84,0.29,Idle
0.019,-0.103,0.994,0.87,0.725,-0.031,Idle
0.016,-0.101,1,0.412,0.656,0.206,Idle
0.02,-0.107,1.003,0.603,0.748,0.053,Idle
0.018,-0.106,0.993,0.275,0.786,0.084,Idle
0.016,-0.103,1.004,0.687,0.55,0.374,Idle
0.017,-0.104,1.006,0.473,0.84,0.206,Idle
0.019,-0.102,0.995,0.74,0.702,0.023,Idle
0.016,-0.104,0.998,0.611,0.733,0.214,Idle
0.02,-0.103,0.997,0.733,0.679,0.137,Idle
0.015,-0.104,1.001,0.656,0.855,0.244,Idle
0.015,-0.103,0.998,0.687,1.008,0.099,Idle
0.021,-0.106,0.999,0.511,0.878,-0.008,Idle
0.015,-0.101,0.999,0.641,0.656,0.298,Idle
0.021,-0.105,1.001,0.55,0.916,0.641,Idle
0.017,-0.103,1.002,0.626,0.71,0.26,Idle
0.019,-0.106,1.005,0.412,0.908,-0.069,Idle
0.013,-0.101,0.992,0.626,0.733,0.107,Idle
0.019,-0.1,1.004,0.687,0.695,0.336,Idle
0.017,-0.104,1.002,0.626,0.901,0.275,Idle
0.016,-0.106,0.999,0.489,0.863,0.336,Idle
0.016,-0.104,1,0.565,0.794,0.366,Idle
0.017,-0.104,1.001,0.58,0.618,0.29,Idle
0.02,-0.105,1.002,0.588,0.656,0.305,Idle
0.011,-0.104,1.003,0.672,0.55,0.099,Idle
0.016,-0.108,1.003,0.382,0.672,0.221,Idle
0.019,-0.105,1.005,0.534,0.855,0.267,Idle
0.016,-0.105,0.995,0.756,0.664,0.29,Idle
0.016,-0.107,1.011,0.366,1.107,0.221,Idle
0.013,-0.104,1.002,0.534,0.74,0.29,Idle
0.017,-0.102,1.005,0.595,0.847,0.092,Idle
0.015,-0.104,0.998,0.595,0.626,-0.099,Idle
0.017,-0.105,1.002,0.458,0.794,0.374,Idle
0.018,-0.106,1.008,0.71,0.832,0.427,Idle
0.016,-0.106,1.008,0.809,0.74,0.504,Idle
0.014,-0.105,0.999,0.481,0.916,0.122,Idle
0.013,-0.104,0.99,0.679,0.588,0.45,Idle
0.015,-0.104,1.001,0.443,0.573,0.374,Idle
0.015,-0.108,0.999,0.527,0.832,0.122,Idle
0.02,-0.103,0.997,0.626,0.855,0.374,Idle
0.012,-0.109,0.997,0.817,0.603,0.183,Idle
0.016,-0.105,1.002,0.557,0.748,0.221,Idle
0.015,-0.107,1.001,0.55,0.802,-0.008,Idle
0.015,-0.103,1.006,0.679,0.718,0.076,Idle
0.014,-0.106,1.006,0.718,0.725,0.183,Idle
0.014,-0.106,0.998,0.542,0.756,0.221,Idle
0.018,-0.102,1.001,0.603,0.656,0.183,Idle
0.019,-0.109,1,0.511,0.847,0.412,Idle
0.012,-0.104,1.003,0.702,0.756,0.198,Idle
0.016,-0.104,1.001,0.534,0.786,0.328,Idle
0.02,-0.105,1.008,0.664,0.863,0.29,Idle
0.019,-0.108,1,0.45,0.817,0.29,Idle
0.018,-0.102,1.006,0.748,0.855,0.42,Idle
0.019,-0.106,0.999,0.58,0.794,0,Idle
0.018,-0.109,1.01,0.328,0.809,0.328,Idle
0.017,-0.103,1.001,0.435,0.802,0.26,Idle
0.021,-0.106,1.008,0.534,0.802,0.389,Idle
0.016,-0.101,1,0.58,1.023,0.206,Idle
0.018,-0.106,1.005,0.55,0.969,0.115,Idle
0.018,-0.107,1.002,0.664,0.55,0.076,Idle
0.018,-0.107,1.008,0.534,0.687,0.183,Idle
0.018,-0.107,0.997,0.496,0.725,0.481,Idle
0.021,-0.103,0.995,0.779,0.84,0.275,Idle
0.021,-0.105,1,0.573,0.603,-0.008,Idle
0.022,-0.104,1.002,0.603,0.802,0.313,Idle
0.017,-0.106,1.006,0.595,0.931,-0.008,Idle
0.016,-0.106,0.999,0.458,0.519,0.443,Idle
0.019,-0.103,0.998,0.58,0.931,0.122,Idle
0.017,-0.104,1.006,0.397,1.008,0.137,Idle
0.018,-0.104,1.004,0.397,0.817,0.481,Idle
0.017,-0.102,1,0.641,0.763,0.214,Idle
0.018,-0.106,1.006,0.626,0.885,0.198,Idle
0.013,-0.102,0.998,0.489,0.748,0.084,Idle
0.016,-0.108,0.998,0.656,0.992,0.298,Idle
0.018,-0.103,1.003,0.557,0.679,0.313,Idle
0.013,-0.104,1.007,0.634,0.664,0.328,Idle
0.012,-0.112,0.997,0.878,0.565,0.115,Idle
0.016,-0.101,0.997,0.725,0.71,0.168,Idle
0.02,-0.103,1.004,0.733,0.771,0.305,Idle
0.021,-0.103,1.005,0.481,0.626,-0.084,Idle
0.017,-0.105,0.998,0.336,0.885,0.321,Idle
0.019,-0.104,1.004,0.496,0.679,0.214,Idle
0.015,-0.104,1.008,0.527,0.573,0.107,Idle
0.02,-0.102,1.001,0.649,0.672,0.237,Idle
0.02,-0.104,1.001,0.679,0.878,0.015,Idle
0.015,-0.105,1.001,0.305,0.71,0.252,Idle
0.021,-0.101,1.002,0.534,0.71,0.282,Idle
0.018,-0.101,1,0.603,0.595,0.061,Idle
0.02,-0.106,1,0.595,0.809,0.153,Idle
0.017,-0.103,1,0.527,0.664,0.214,Idle
0.019,-0.104,0.995,0.656,0.786,0.099,Idle
0.017,-0.107,1.001,0.71,0.87,0.374,Idle
0.013,-0.104,1.005,0.702,0.466,0.107,Idle
0.016,-0.104,0.998,0.74,0.779,0.389,Idle
0.014,-0.103,0.999,0.763,0.847,0.046,Idle
0.019,-0.106,0.996,0.763,0.55,0.573,Idle
0.017,-0.104,1.01,0.473,0.718,0.397,Idle
0.02,-0.107,1,0.611,0.893,0.176,Idle
0.017,-0.104,0.997,0.565,0.794,0.351,Idle
0.016,-0.104,1.002,0.618,0.458,0.046,Idle
0.017,-0.105,1.002,0.573,0.74,0.229,Idle
0.013,-0.108,1.004,0.664,0.947,0.489,Idle
0.017,-0.106,1,0.832,0.718,0.267,Idle
0.019,-0.101,1.005,0.527,0.802,0.038,Idle
0.014,-0.106,1.004,0.42,0.702,0.198,Idle
0.018,-0.102,1.003,0.748,0.969,0.29,Idle
0.019,-0.104,1.005,0.733,0.916,0.382,Idle
0.019,-0.103,1.009,0.618,0.962,0.244,Idle
0.019,-0.107,1,0.405,0.656,0.076,Idle
0.016,-0.1,1,0.481,0.718,0.206,Idle
0.017,-0.107,0.998,0.511,0.603,0.137,Idle
0.014,-0.107,1.003,0.435,0.664,0.031,Idle
0.023,-0.104,1.009,0.71,0.809,0.13,Idle
0.013,-0.102,1,0.824,0.603,0.275,Idle
0.018,-0.106,1.004,0.664,0.687,0.031,Idle
0.018,-0.106,0.995,0.618,1.061,0.214,Idle
0.018,-0.105,1.011,0.412,0.916,0.29,Idle
0.012,-0.106,1.001,0.603,0.863,0.084,Idle
0.016,-0.104,1,0.931,0.611,0.366,Idle
0.018,-0.104,1.003,0.397,0.679,0.405,Idle
0.018,-0.101,1.001,0.588,0.71,0.206,Idle
0.016,-0.103,1.001,0.664,0.748,0.359,Idle
0.017,-0.105,0.997,0.634,0.885,0.443,Idle
0.021,-0.103,0.999,0.695,0.718,0.122,Idle
0.017,-0.108,1.007,0.466,0.718,0.275,Idle
0.016,-0.108,1.008,0.664,0.74,0.168,Idle
0.015,-0.105,1.002,0.489,0.702,-0.137,Idle
0.018,-0.102,1.006,0.786,0.84,0.359,Idle
0.019,-0.108,0.998,0.55,0.756,0.336,Idle
0.015,-0.102,1.005,0.695,0.992,0.221,Idle
0.019,-0.103,0.995,0.557,0.611,0.229,Idle
0.015,-0.103,0.997,0.756,0.679,0.115,Idle
0.018,-0.104,0.996,0.687,0.527,0.382,Idle
0.016,-0.103,1.001,0.481,0.779,0.221,Idle
0.019,-0.103,1.004,0.389,0.664,0.351,Idle
0.021,-0.104,1.006,0.473,0.924,-0.069,Idle
0.019,-0.104,0.999,0.763,0.679,-0.107,Idle
0.02,-0.107,1.01,0.435,0.626,0.397,Idle
0.015,-0.106,0.999,0.458,0.634,0.145,Idle
0.016,-0.103,0.999,0.756,0.901,0.198,Idle
0.016,-0.105,0.998,0.519,0.679,0.023,Idle
0.019,-0.107,1.005,0.573,0.748,0.122,Idle
0.02,-0.104,1.007,0.87,0.664,0.366,Idle
0.017,-0.107,1.009,0.534,0.824,0.244,Idle
0.017,-0.103,1.005,0.634,0.74,0.122,Idle
0.018,-0.107,1.004,0.588,0.786,0.26,Idle
0.016,-0.104,0.999,0.863,0.847,0.061,Idle
0.019,-0.108,1.007,0.58,0.74,0.405,Idle
0.019,-0.102,0.996,0.405,0.725,0.13,Idle
0.016,-0.104,1.006,0.29,0.84,0.145,Idle
0.017,-0.101,0.998,0.489,0.565,0.321,Idle
0.02,-0.106,1.005,0.435,0.626,-0.023,Idle
0.015,-0.103,0.993,0.58,0.55,0.427,Idle
0.017,-0.108,1.004,0.504,0.641,0.206,Idle
0.02,-0.105,1.003,0.573,0.794,0.26,Idle
0.015,-0.107,1.002,0.664,0.626,0.191,Idle
0.017,-0.106,0.994,0.565,0.527,0.336,Idle
0.02,-0.102,0.999,0.542,0.779,-0.015,Idle
0.014,-0.106,1.001,0.618,0.748,0.29,Idle
0.014,-0.103,0.996,0.458,0.534,0.145,Idle
0.014,-0.102,1,0.496,0.702,0.26,Idle
0.018,-0.106,0.992,0.664,0.71,0.008,Idle
0.022,-0.107,1,0.855,0.733,-0.061,Idle
0.02,-0.103,0.991,0.672,0.588,0.084,Idle
0.019,-0.106,1.003,0.359,1.122,0.122,Idle
0.015,-0.104,1.01,0.679,0.863,0.359,Idle
0.017,-0.103,1.002,0.42,0.672,0.359,Idle
0.018,-0.099,1.003,0.58,0.893,0.427,Idle
0.018,-0.105,1.002,0.473,0.779,0.26,Idle
0.021,-0.107,1.005,0.427,0.992,0.198,Idle
0.016,-0.104,1.003,0.58,0.74,0.099,Idle
0.018,-0.101,1.005,0.519,0.809,0.214,Idle
0.014,-0.104,1.003,0.725,0.748,0.229,Idle
0.022,-0.11,1.007,0.527,0.763,0.206,Idle
0.015,-0.106,1.002,0.534,0.733,0.374,Idle
0.018,-0.105,1.008,0.542,0.756,0.13,Idle
0.019,-0.104,0.999,0.557,0.855,0.389,Idle
0.02,-0.105,1.001,0.565,0.855,0.153,Idle
0.019,-0.102,0.998,0.412,0.748,0.305,Idle
0.021,-0.107,1.001,0.718,0.809,0.176,Idle
0.014,-0.103,0.994,0.534,0.794,0.16,Idle
0.02,-0.105,1.004,0.282,0.756,0.42,Idle
0.02,-0.104,1.002,0.443,0.771,0.061,Idle
0.021,-0.103,1.015,0.298,1.023,0.435,Idle
0.02,-0.104,1.004,0.534,0.412,0.237,Idle
0.017,-0.105,0.998,0.702,0.733,0.031,Idle
0.016,-0.104,0.997,0.687,0.496,0.176,Idle
0.02,-0.109,1.004,0.649,0.84,-0.038,Idle
0.021,-0.105,1,0.771,0.481,0.16,Idle
0.02,-0.107,1,0.656,0.824,0.153,Idle
0.017,-0.104,1.004,0.649,0.756,0.405,Idle
0.018,-0.106,1.01,0.58,0.664,0.267,Idle
0.011,-0.105,1,0.519,0.771,-0.046,Idle
0.022,-0.104,1.003,0.374,0.626,0.176,Idle
0.017,-0.1,0.994,0.756,0.878,0.397,Idle
0.015,-0.107,0.993,0.344,0.794,0.16,Idle
0.019,-0.103,1.005,0.489,1,0.107,Idle
0.02,-0.103,1.005,0.55,0.939,0.176,Idle
0.015,-0.107,1.007,0.565,0.847,0.275,Idle
0.011,-0.102,0.995,0.565,0.908,0.16,Idle
0.02,-0.104,1.006,0.458,0.756,0.275,Idle
0.023,-0.107,0.994,0.466,0.634,0.267,Idle
0.021,-0.107,1.003,0.435,0.679,0.359,Idle
0.018,-0.106,1.005,0.435,0.847,0.366,Idle
0.02,-0.103,1.006,0.366,0.832,0.115,Idle
0.015,-0.104,1.003,0.634,0.824,0.359,Idle
0.019,-0.105,1.004,0.702,0.702,0.237,Idle
0.016,-0.107,1.003,0.71,0.763,0.008,Idle
0.022,-0.107,1.005,0.313,0.817,0.351,Idle
0.016,-0.104,1,0.466,0.626,0.137,Idle
0.017,-0.106,0.997,0.656,0.672,0.305,Idle
0.011,-0.102,1,0.725,0.595,0.244,Idle
0.015,-0.102,1.004,0.725,0.672,0.344,Idle
0.015,-0.103,1.002,0.595,0.443,0.344,Idle
0.018,-0.104,1.004,0.481,0.695,0.031,Idle
0.018,-0.103,1.002,0.779,0.817,0.313,Idle
0.019,-0.104,1.006,0.672,0.824,0.137,Idle
0.018,-0.101,0.999,0.588,0.557,0.282,Idle
0.018,-0.11,1.006,0.656,0.656,0.244,Idle
0.021,-0.103,0.999,0.427,0.656,0.42,Idle
0.016,-0.104,1.012,0.863,0.885,0.107,Idle
0.014,-0.107,0.997,0.42,0.725,0.229,Idle
0.017,-0.105,0.998,0.656,0.771,0.153,Idle
0.017,-0.108,1.001,0.237,0.756,0.427,Idle
0.016,-0.1,1.01,0.84,0.725,0.305,Idle
0.018,-0.104,1.005,0.321,0.664,0.359,Idle
0.015,-0.101,0.999,0.786,0.824,0.107,Idle
0.018,-0.105,0.996,0.504,0.863,0.298,Idle
0.015,-0.103,1,0.573,0.733,0.458,Idle
0.021,-0.105,0.996,0.588,0.748,0.015,Idle
0.018,-0.101,0.993,0.733,0.664,0.168,Idle
0.018,-0.109,1.005,0.481,0.924,0.183,Idle
0.011,-0.104,1.006,0.542,0.695,0.107,Idle
0.02,-0.102,1.002,0.595,0.87,0.26,Idle
0.021,-0.101,1.006,0.534,0.908,0.168,Idle
0.021,-0.103,0.999,0.359,1.206,0.237,Idle
0.021,-0.099,1.001,0.29,0.855,0.359,Idle
0.021,-0.104,1.01,0.374,0.748,0.321,Idle
0.017,-0.105,1.004,0.557,0.702,0.519,Idle
0.016,-0.105,1,0.641,0.931,-0.023,Idle
0.014,-0.104,1.007,0.649,0.809,0.275,Idle
0.017,-0.104,0.998,0.534,0.748,0.481,Idle
0.014,-0.11,1.002,0.748,0.702,0.168,Idle
0.017,-0.105,1.006,0.565,0.511,0.298,Idle
0.018,-0.102,1.002,0.588,0.687,0.321,Idle
0.017,-0.103,1,0.542,0.916,0.214,Idle
0.018,-0.105,1.002,0.763,0.74,0.275,Idle
0.02,-0.104,1.004,0.504,0.878,0.298,Idle
0.02,-0.104,1.005,0.405,0.924,-0.069,Idle
0.014,-0.106,1,0.603,0.786,0.298,Idle
0.019,-0.106,1.001,0.565,0.603,0.115,Idle
0.017,-0.108,1.005,0.687,0.763,0.206,Idle
0.017,-0.101,1.002,0.443,0.855,0.176,Idle
0.017,-0.104,1.002,0.397,0.679,0.198,Idle
0.017,-0.108,1,0.588,0.672,0.168,Idle
0.02,-0.106,1,0.733,0.817,0.313,Idle
0.02,-0.106,1.003,0.496,0.725,0.198,Idle
0.015,-0.105,0.991,0.527,0.695,0.573,Idle
0.017,-0.107,1,0.344,0.786,0.198,Idle
0.018,-0.104,1.002,0.573,0.779,0.221,Idle
0.02,-0.104,1.006,0.267,0.763,0.305,Idle
0.015,-0.103,1.003,0.519,0.832,0.069,Idle
0.017,-0.107,0.999,0.588,0.802,0.328,Idle
0.021,-0.102,1.008,0.565,0.771,0.198,Idle
0.015,-0.107,1,0.603,0.84,0.282,Idle
0.01,-0.107,1.005,0.603,0.809,0.221,Idle
0.022,-0.106,1.009,0.458,0.847,0.389,Idle
0.019,-0.108,1,0.763,0.634,0.076,Idle
0.022,-0.105,1,0.588,0.687,0.229,Idle
0.02,-0.106,1.012,0.511,0.71,0.069,Idle
0.02,-0.104,1.007,0.42,0.557,0.336,Idle
0.019,-0.107,1.002,0.489,0.802,0.137,Idle
0.017,-0.103,0.996,0.679,0.786,0.275,Idle
0.013,-0.105,1.006,0.458,0.519,0.237,Idle
0.018,-0.102,0.999,0.504,0.824,-0.008,Idle
0.018,-0.108,1.004,0.748,0.809,0.061,Idle
0.015,-0.104,1.007,0.511,0.679,0.198,Idle
0.02,-0.108,1.004,0.443,0.634,0.458,Idle
0.018,-0.106,1.002,0.695,0.893,0.183,Idle
0.016,-0.104,1.007,0.603,0.878,-0.084,Idle
0.022,-0.107,0.997,0.695,0.802,0.313,Idle
0.018,-0.105,0.998,0.664,0.71,0.153,Idle
0.021,-0.105,1.001,0.344,0.588,0.168,Idle
0.019,-0.104,1.008,0.695,0.695,0.183,Idle
0.015,-0.104,1.002,0.435,0.847,0.252,Idle
0.019,-0.104,1.001,0.611,0.718,-0.198,Idle
0.016,-0.103,1.003,0.527,0.641,-0.084,Idle
0.018,-0.108,1,0.389,0.824,0.092,Idle
0.019,-0.103,1.002,0.58,0.771,0.069,Idle
0.019,-0.102,0.999,0.641,0.893,0.351,Idle
0.014,-0.107,1,0.489,0.496,0.206,Idle
0.015,-0.107,0.994,0.565,0.855,0.145,Idle
0.017,-0.103,0.999,0.42,0.664,0.298,Idle
0.016,-0.107,0.999,0.397,0.679,0.244,Idle
0.018,-0.104,1.008,0.412,0.794,-0.031,Idle
0.022,-0.103,0.995,0.687,0.893,0.282,Idle
0.015,-0.105,0.999,0.702,0.725,-0.061,Idle
0.017,-0.105,1.002,0.641,0.863,0.099,Idle
0.016,-0.105,1,0.74,0.87,0.344,Idle
0.017,-0.103,1,0.557,0.557,0.244,Idle
0.017,-0.104,1.007,0.802,0.855,0.038,Idle
0.016,-0.106,1.002,0.466,0.878,0.061,Idle
0.019,-0.109,1.001,0.634,0.771,0.275,Idle
0.021,-0.102,1.006,0.641,0.595,-0.008,Idle
0.016,-0.106,1.005,0.626,0.916,0.496,Idle
0.021,-0.105,1.007,0.405,0.908,0.221,Idle
0.018,-0.105,1.002,0.756,0.779,0.137,Idle
0.017,-0.107,1.002,0.435,0.824,0.153,Idle
0.021,-0.108,1.002,0.618,0.954,0.405,Idle
0.019,-0.106,1.002,0.511,0.641,0.351,Idle
0.019,-0.107,1.005,0.565,0.916,0.229,Idle
0.018,-0.105,1.001,0.489,0.924,0.511,Idle
0.015,-0.106,1.003,0.603,0.817,-0.008,Idle
0.021,-0.107,1.004,0.489,0.71,0.321,Idle
0.017,-0.105,1.009,0.519,0.664,0.344,Idle
0.012,-0.104,1.005,0.947,0.626,-0.168,Idle
0.018,-0.108,1.004,0.695,0.748,0.29,Idle
0.01,-0.109,1.007,0.664,0.565,0.344,Idle
0.015,-0.104,1.006,0.725,0.832,0.115,Idle
0.018,-0.107,1.003,0.55,0.947,0.351,Idle
0.014,-0.105,0.995,0.58,0.534,0.099,Idle
0.02,-0.102,1.005,0.473,0.908,0.229,Idle
0.015,-0.101,1,0.595,0.695,0.26,Idle
0.015,-0.107,1,0.504,0.702,0.237,Idle
0.012,-0.101,1.004,0.779,0.702,0.275,Idle
0.021,-0.104,1.01,0.519,0.718,-0.015,Idle
0.016,-0.106,1.001,0.641,0.603,0.389,Idle
0.021,-0.106,1.01,0.412,0.931,0.168,Idle
0.014,-0.102,1,0.565,0.87,0.214,Idle
0.014,-0.106,1.002,0.351,0.824,0.206,Idle
0.021,-0.104,1.006,0.84,0.901,0.282,Idle
0.01,-0.102,0.997,0.931,0.58,0.046,Idle
0.018,-0.104,1.001,0.427,0.679,0.13,Idle
0.015,-0.105,1.006,0.626,0.656,0.237,Idle
0.018,-0.105,0.999,0.71,0.611,0.122,Idle
0.015,-0.107,1,0.863,0.817,0.107,Idle
0.021,-0.105,1.002,0.427,0.695,0.176,Idle
0.017,-0.105,1.001,0.496,0.687,0.427,Idle
0.013,-0.106,1.001,0.58,0.656,0.237,Idle
0.018,-0.106,1.002,0.611,0.817,0.435,Idle
0.018,-0.104,1.008,0.595,0.947,-0.046,Idle
0.012,-0.106,1,0.534,0.901,-0.084,Idle
0.015,-0.101,1.006,0.595,0.802,0.298,Idle
0.017,-0.106,0.998,0.534,0.58,0.473,Idle
0.015,-0.104,1.002,0.588,0.756,0.282,Idle
0.014,-0.107,1.001,0.756,0.824,0.008,Idle
0.02,-0.106,1,0.679,0.748,0.137,Idle
0.018,-0.106,1.007,0.786,0.786,0.229,Idle
0.019,-0.106,0.999,0.397,0.695,0.351,Idle
0.016,-0.104,1.005,0.71,0.588,0.267,Idle
0.019,-0.107,1.005,0.634,0.885,0.069,Idle
0.015,-0.107,1.001,0.473,0.779,0.206,Idle
0.019,-0.104,0.997,0.351,1.015,0.244,Idle
0.018,-0.105,0.996,0.473,0.878,0.282,Idle
0.021,-0.105,0.999,0.641,0.672,0.336,Idle
0.014,-0.103,0.994,0.756,0.763,0.382,Idle
0.017,-0.106,1.008,0.534,0.847,0.351,Idle
0.017,-0.102,1.003,0.733,0.519,0.267,Idle
0.015,-0.105,1.004,0.481,0.618,0.305,Idle
0.016,-0.104,0.999,0.504,0.519,0.328,Idle
0.018,-0.107,1.002,0.718,0.824,0.351,Idle
0.016,-0.102,0.999,0.74,0.809,0.366,Idle
0.013,-0.106,0.991,0.359,0.71,0.29,Idle
0.018,-0.103,1.001,0.473,0.672,0.397,Idle
0.017,-0.106,1.002,0.55,0.794,0.282,Idle
0.018,-0.105,0.999,0.649,0.687,0.305,Idle
0.02,-0.106,1.006,0.718,0.954,0.275,Idle
0.018,-0.105,0.996,0.649,0.779,0.275,Idle
0.014,-0.104,0.998,0.595,0.649,0.244,Idle
0.013,-0.103,1.007,0.695,0.656,0.183,Idle
0.014,-0.106,1.005,0.573,0.718,0.076,Idle
0.013,-0.101,1,0.656,0.656,0.427,Idle
0.02,-0.103,0.998,0.618,0.84,0.397,Idle
0.016,-0.106,0.995,0.786,0.756,0.16,Idle
0.021,-0.105,1.003,0.397,0.939,0.252,Idle
0.01,-0.108,0.995,0.74,0.901,0.13,Idle
0.02,-0.106,1.001,0.641,0.695,0.092,Idle
0.019,-0.106,0.998,0.389,0.756,0.122,Idle
0.017,-0.106,1.001,0.588,0.763,0.481,Idle
0.015,-0.107,1.006,0.534,0.771,0.344,Idle
0.018,-0.106,0.999,0.573,0.794,0.26,Idle
0.016,-0.109,1.004,0.511,0.87,0.26,Idle
0.017,-0.107,0.998,0.695,0.702,0.115,Idle
0.017,-0.107,1.009,0.542,0.855,0.046,Idle
0.02,-0.108,1.004,0.534,0.74,0.206,Idle
0.019,-0.104,1.002,0.557,0.809,0.344,Idle
0.019,-0.109,1,0.649,0.931,0.191,Idle
0.017,-0.106,1.005,0.542,0.664,0.053,Idle
0.017,-0.105,0.994,0.664,0.809,0.099,Idle
0.016,-0.104,0.998,0.588,0.954,0.389,Idle
0.015,-0.104,0.996,0.695,0.649,0.313,Idle
0.016,-0.106,1.006,0.489,0.756,0.267,Idle
0.016,-0.104,1,0.595,0.779,0.176,Idle
0.017,-0.104,1.001,0.687,0.824,0.221,Idle
0.02,-0.106,1.003,0.473,0.763,0.107,Idle
0.016,-0.107,1.004,0.519,0.916,0.359,Idle
0.018,-0.11,1.001,0.649,0.771,0.221,Idle
0.017,-0.104,0.997,0.702,0.634,0.153,Idle
0.02,-0.108,1.001,0.45,0.649,0.466,Idle
0.019,-0.106,0.995,0.626,0.565,0.115,Idle
0.016,-0.102,0.997,0.427,0.71,0.313,Idle
0.02,-0.106,1,0.473,0.824,0.496,Idle
0.018,-0.104,0.998,0.641,0.786,0.16,Idle
0.018,-0.107,1.003,0.733,0.893,0.229,Idle
0.016,-0.102,1,0.595,0.832,0.16,Idle
0.016,-0.104,0.997,0.672,0.779,0,Idle
0.017,-0.106,0.994,0.626,0.687,0.229,Idle
0.017,-0.109,0.998,0.458,0.908,0.107,Idle
0.022,-0.107,0.999,0.573,0.924,0.206,Idle
0.015,-0.106,1.002,0.74,0.649,0.153,Idle
0.016,-0.106,0.995,0.58,0.565,-0.092,Idle
0.014,-0.1,1.001,0.588,0.786,0.252,Idle
0.018,-0.105,0.996,0.313,0.992,0.191,Idle
0.013,-0.107,1,0.824,0.832,0.29,Idle
0.017,-0.107,0.995,0.481,0.802,0.267,Idle
0.014,-0.105,0.994,0.649,0.718,-0.046,Idle
0.019,-0.107,1.003,0.634,0.74,0.076,Idle
0.014,-0.105,1.005,0.847,0.817,0.137,Idle
0.018,-0.106,1.007,0.511,1.046,0.351,Idle
0.016,-0.107,1.002,0.641,0.58,0.13,Idle
0.015,-0.106,1.005,0.786,0.458,0.023,Idle
0.023,-0.101,1.011,0.656,0.626,0.061,Idle
0.016,-0.099,1.007,0.634,0.58,0.298,Idle
0.017,-0.106,1,0.771,0.771,0.145,Idle
0.017,-0.109,0.993,0.328,1.046,0.038,Idle
0.018,-0.106,1.007,0.519,0.771,0.267,Idle
0.02,-0.107,1.004,0.588,0.824,0.244,Idle
0.014,-0.102,1.001,0.664,0.824,-0.053,Idle
0.019,-0.106,1.004,0.458,0.893,0.336,Idle
0.017,-0.105,1,0.443,0.756,0.26,Idle
0.019,-0.107,1.004,0.718,0.977,0.076,Idle
0.015,-0.107,1,0.649,0.748,0.359,Idle
0.018,-0.109,1.003,0.603,0.985,0.115,Idle
0.02,-0.105,1.003,0.603,0.863,0.13,Idle
0.016,-0.107,1.001,0.565,0.916,0.275,Idle
0.018,-0.104,1.007,0.702,0.679,0.282,Idle
0.019,-0.104,1,0.679,0.916,0.458,Idle
0.018,-0.104,0.997,0.55,0.74,0.191,Idle
0.018,-0.106,1.005,0.573,0.931,0.252,Idle
0.012,-0.107,1.004,0.74,0.664,0.053,Idle
0.021,-0.108,1.004,0.603,0.809,0.336,Idle
0.016,-0.108,1.003,0.443,0.779,0.305,Idle
0.019,-0.108,1.001,0.695,0.84,0.206,Idle
0.018,-0.104,1.003,0.55,0.74,0.206,Idle
0.016,-0.109,1.005,0.519,0.634,0.153,Idle
0.018,-0.104,1,0.618,0.771,0.313,Idle
0.017,-0.108,1.008,0.756,0.496,0.031,Idle
0.018,-0.099,1.006,0.58,0.679,0.382,Idle
0.014,-0.106,1.007,0.656,0.924,0.046,Idle
0.017,-0.105,1.002,0.618,0.718,0.397,Idle
0.014,-0.105,1.003,0.588,0.611,0.16,Idle
0.022,-0.104,1,0.565,1.038,0.397,Idle
0.016,-0.104,1,0.351,0.901,0.13,Idle
0.019,-0.106,1.003,0.489,0.679,0.282,Idle
0.021,-0.105,1,0.603,0.84,0.305,Idle
0.016,-0.109,0.996,0.504,0.794,0.145,Idle
0.02,-0.104,1.004,0.565,0.74,0.458,Idle
0.021,-0.106,0.997,0.565,0.733,0.344,Idle
0.019,-0.105,0.993,0.672,0.656,0.198,Idle
0.073,-0.019,1.021,1.206,9.198,-0.382,Pitch
0.03,-0.009,1.052,3.672,4.664,-2.26,Pitch
0.045,-0.005,1.039,-0.244,-1.733,-7.359,Pitch
0.099,0.013,0.992,-0.412,-1.092,-8.168,Pitch
0.087,0.019,1.016,10.847,-0.015,-4.443,Pitch
0.085,0.022,1.017,5.344,-9.198,-4.176,Pitch
0.111,-0.001,0.985,-0.885,-4.351,-2.687,Pitch
0.075,-0.012,0.974,6.153,-4.382,-1.435,Pitch
0.087,0.005,1.015,11.664,-12.153,-0.214,Pitch
0.087,0.015,1.032,6.313,-10.58,-0.115,Pitch
